Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Curso/Habilitação;Período;Inscritos;Vagas;Demanda
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Juquitiba;Grande São Paulo Sul/Baixada Santista;Etec de Embu (EM Raízes do Pau Brasil - Juquitiba);241.2 - Cd_Cps;Técnico;Gestão e Negócios;Gestão;Administração;Noite;54;40;1,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mairiporã;Grande São Paulo Leste;Etec de Mairiporã;271;Técnico;Gestão e Negócios;Gestão;Administração;Noite;63;40;1,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mairiporã;Grande São Paulo Leste;Etec de Mairiporã;271;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;60;40;1,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Gestão e Negócios;Gestão;Administração;Noite;107;40;2,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;109;40;2,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;149;40;3,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá;128;Técnico;Informação e Comunicação;Informática;Informática;Noite;128;40;3,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá (EE João Paulo II);128.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mauá;Grande São Paulo Sul/Baixada Santista;Etec de Mauá (EE João Paulo II);128.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;72;40;1,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Gestão e Negócios;Gestão;Administração;Noite;177;40;4,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Automação Industrial;Noite;111;40;2,77;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;93;40;2,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;149;40;3,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Gestão e Negócios;Gestão;Logística;Noite;82;40;2,04;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;134;40;3,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;201;40;5,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Mogi das Cruzes;Vale do Paraíba/Litoral Norte;Etec Presidente Vargas;015;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;91;40;2,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Dr. Celso Giglio;242;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;70;40;1,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Dr. Celso Giglio;242;Técnico;Produção Industrial;Química;Química;Noite;72;40;1,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Professor André Bogasian;149;Técnico;Gestão e Negócios;Gestão;Administração;Noite;105;40;2,62;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Professor André Bogasian;149;Técnico;Gestão e Negócios;Gestão;Logística;Noite;45;40;1,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Professor André Bogasian;149;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;68;40;1,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Osasco;Grande São Paulo Noroeste;Etec Professor André Bogasian;149;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;45;40;1,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Poá;Grande São Paulo Leste;Etec de Poá;210;Técnico;Gestão e Negócios;Gestão;Administração;Noite;82;40;2,04;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ribeirão Pires;Grande São Paulo Sul/Baixada Santista;Etec Professora Maria Cristina Medeiros;141;Técnico;Gestão e Negócios;Gestão;Administração;Noite;95;40;2,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ribeirão Pires;Grande São Paulo Sul/Baixada Santista;Etec Professora Maria Cristina Medeiros;141;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;54;40;1,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ribeirão Pires;Grande São Paulo Sul/Baixada Santista;Etec Professora Maria Cristina Medeiros;141;Técnico;Gestão e Negócios;Gestão;Logística;Noite;48;40;1,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Ribeirão Pires;Grande São Paulo Sul/Baixada Santista;Etec Professora Maria Cristina Medeiros;141;Técnico;Produção Industrial;Química;Química;Noite;92;40;2,29;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Rio Grande da Serra;Grande São Paulo Sul/Baixada Santista;Etec de Rio Grande da Serra;282;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;38;40;0,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santa Isabel;Vale do Paraíba/Litoral Norte;Etec de Santa Isabel;219;Técnico;Gestão e Negócios;Gestão;Administração;Noite;59;35;1,68;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santana de Parnaíba;Grande São Paulo Noroeste;Etec Bartolomeu Bueno da Silva - Anhanguera;262;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;78;40;1,95;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santana de Parnaíba;Grande São Paulo Noroeste;Etec Professora Ermelinda Giannini Teixeira;187;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;70;40;1,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santana de Parnaíba;Grande São Paulo Noroeste;Etec Professora Ermelinda Giannini Teixeira;187;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas (MNP);Noite;103;40;2,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Controle e Processos Industriais;Indústria;Automação Industrial;Noite;66;40;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;86;40;2,15;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;81;40;2,02;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Tarde;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Gastronomia;Noite;79;40;1,97;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Controle e Processos Industriais;Indústria;Mecatrônica;Noite;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;97;40;2,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Ambiente e Saúde;Meio Ambiente;Meio Ambiente;Noite;56;40;1,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Tarde;103;40;2,57;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética (MNP);Noite;102;40;2,54;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita;014;Técnico;Produção Industrial;Química;Química;Noite;88;40;2,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita (EE Américo Brasiliense);014.05 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;107;40;2,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita (EE Américo Brasiliense);014.05 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Finanças;Noite;60;40;1,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Santo André;Grande São Paulo Sul/Baixada Santista;Etec Júlio de Mesquita (EE Américo Brasiliense);014.05 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;62;40;1,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira (EE Senador Robert Kennedy);166.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;43;40;1,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Juscelino Kubitschek de Oliveira (EE Senador Robert Kennedy);166.01 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;44;40;1,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Gestão e Negócios;Gestão;Administração;Noite;163;80;2,03;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Controle e Processos Industriais;Indústria;Automação Industrial;Noite;95;40;2,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Gestão e Negócios;Gestão;Contabilidade;Noite;74;40;1,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;222;40;5,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Controle e Processos Industriais;Indústria;Eletroeletrônica;Noite;64;40;1,60;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;43;40;1,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Informação e Comunicação;Informática;Informática para Internet;Noite;70;40;1,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Gestão e Negócios;Gestão;Logística;Tarde;76;40;1,90;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Gestão e Negócios;Gestão;Logística;Noite;95;40;2,37;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Controle e Processos Industriais;Indústria;Mecatrônica;Noite;194;80;2,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Informação e Comunicação;Informática;Programação de Jogos Digitais ;Noite;65;40;1,62;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes;010;Técnico;Produção Industrial;Química;Química;Noite;91;40;2,27;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes (EE Prof. Carlos Pezzolo);010.03 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Administração;Noite;62;40;1,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Bernardo do Campo;Grande São Paulo Sul/Baixada Santista;Etec Lauro Gomes (EE Prof.ª Cynira Pires dos Santos);010.02 - Ext/Etec;Técnico;Gestão e Negócios;Gestão;Logística;Noite;47;40;1,17;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Caetano do Sul;Grande São Paulo Sul/Baixada Santista;Etec Jorge Street;011;Técnico;Controle e Processos Industriais;Indústria;Eletromecânica;Noite;50;40;1,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Caetano do Sul;Grande São Paulo Sul/Baixada Santista;Etec Jorge Street;011;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;74;40;1,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Caetano do Sul;Grande São Paulo Sul/Baixada Santista;Etec Jorge Street;011;Técnico;Controle e Processos Industriais;Indústria;Manutenção Automotiva;Noite;45;40;1,12;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Caetano do Sul;Grande São Paulo Sul/Baixada Santista;Etec Jorge Street;011;Técnico;Controle e Processos Industriais;Indústria;Mecatrônica;Noite;53;40;1,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Caetano do Sul;Grande São Paulo Sul/Baixada Santista;Etec Jorge Street;011;Técnico;Controle e Processos Industriais;Indústria;Mecânica;Noite;48;40;1,20;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Abdias do Nascimento;224;Técnico;Gestão e Negócios;Gestão;Administração (MNP);Noite;67;40;1,67;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Abdias do Nascimento (CEU Casa Blanca);224.02 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Administração;Noite;52;30;1,73;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Albert Einstein;023;Técnico;Gestão e Negócios;Gestão;Administração;Noite;98;40;2,45;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Albert Einstein;023;Técnico;Gestão e Negócios;Gestão;Comércio Exterior;Noite;50;40;1,25;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Albert Einstein;023;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;174;40;4,34;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Albert Einstein;023;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;60;40;1,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec Albert Einstein;023;Técnico;Gestão e Negócios;Gestão;Serviços Jurídicos;Noite;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Produção Cultural e Design;Design;Design de Interiores;Tarde;59;40;1,47;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Produção Cultural e Design;Design;Design Gráfico;Tarde;76;40;1,90;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Produção Cultural e Design;Design;Design Gráfico;Noite;69;40;1,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;292;40;7,30;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Gastronomia;Noite;62;40;1,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Produção Cultural e Design;Design;Modelagem do Vestuário;Tarde;84;40;2,10;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Produção Cultural e Design;Design;Modelagem do Vestuário;Noite;110;40;2,75;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos;045;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Noite;68;40;1,70;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos (EE Presidente Roosevelt);045.01 - Ext/Etec;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Agenciamento de Viagem;Noite;58;35;1,65;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec Carlos de Campos (EE Presidente Roosevelt);045.01 - Ext/Etec;Técnico;Gestão e Negócios;Comércio;Marketing;Noite;31;35;0,88;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio;134;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;72;40;1,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio;134;Técnico;Gestão e Negócios;Gestão;Administração;Noite;74;40;1,85;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio;134;Técnico;Controle e Processos Industriais;Indústria;Eletrônica;Noite;49;40;1,22;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio;134;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Noite;262;40;6,55;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio (CEU Campo Limpo);134.09 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;58;30;1,93;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio (CEU Cantos do Amanhecer);134.04 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Administração;Noite;64;30;2,13;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio (CEU Capão Redondo);134.01 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Administração;Noite;85;60;1,41;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Sul/Baixada Santista;Etec Carolina Carinhato Sampaio (CEU Três Lagos);134.05 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Administração;Noite;61;30;2,03;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Canto;Tarde;71;30;2,36;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Canto;Noite;140;30;4,66;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Dança;Noite;110;30;3,66;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Dança;Tarde;67;30;2,23;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Design;Paisagismo;Manhã;43;30;1,43;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Design;Processos Fotográficos;Noite;128;30;4,26;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Regência;Noite;40;30;1,33;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Teatro;Tarde;91;30;3,03;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Noroeste;Etec de Artes;180;Técnico;Produção Cultural e Design;Artes;Teatro;Manhã;140;30;4,66;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;72;40;1,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Gestão e Negócios;Gestão;Administração;Noite;82;40;2,04;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Ambiente e Saúde;Saúde;Farmácia;Noite;189;40;4,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Manhã;100;40;2,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Produção Industrial;Química;Química;Noite;57;40;1,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes;199;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;109;40;2,72;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes (CEU Alto Alegre);199.01 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Administração;Noite;45;30;1,50;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes (CEU Alto Alegre);199.01 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Logística;Noite;46;30;1,53;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Cidade Tiradentes (CEU Alto Alegre);199.01 - Etec/Ceu;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Noite;42;30;1,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Esportes Curt Walter Otto Baumgart;267;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Organização Esportiva;Manhã;53;40;1,32;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Esportes Curt Walter Otto Baumgart;267;Técnico;Turismo, Hospitalidade e Lazer;Turismo e Hospitalidade;Organização Esportiva;Tarde;57;40;1,42;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Gestão e Negócios;Gestão;Administração;Tarde;54;40;1,35;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Gestão e Negócios;Gestão;Administração;Noite;43;40;1,07;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;152;40;3,80;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;56;40;1,40;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Controle e Processos Industriais;Indústria;Eletrotécnica;Noite;98;40;2,45;
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;São Paulo;Grande São Paulo Leste;Etec de Guaianazes;118;Técnico;Ambiente e Saúde;Saúde;Nutrição e Dietética;Tarde;81;40;2,02;
